manufacturer,name,chip,released,bus,memory,clock,memory_clock,shaders,tmus,rops
NVIDIA,GeForce 320M,C89,2010-04-01,PCIe 2.0 x16,System Shared,450 MHz,System Shared,48,16,8
NVIDIA,GeForce 320M Mac Edition,C89,2010-04-01,PCIe 2.0 x16,System Shared,450 MHz,System Shared,48,16,8
NVIDIA,GeForce 405 OEM,GT218,2010-09-03,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",589 MHz,790 MHz,16,8,4
NVIDIA,GeForce 405 OEM,GT216,2010-09-03,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",475 MHz,800 MHz,48,16,8
NVIDIA,GeForce 8400 GS Rev. 3,GT218,2010-07-12,PCIe 2.0 x16,"512 MB, DDR2, 64 bit",520 MHz,400 MHz,16,8,4
NVIDIA,GeForce 9500 GT Mac Edition,G96C,2010-05-19,PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,800 MHz,32,16,8
NVIDIA,GeForce GT 220,G94,2010-01-26,PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,700 MHz,48,24,16
NVIDIA,GeForce GT 240M LE,G96C,2010-01-15,PCIe 2.0 x16,"512 MB, DDR2, 128 bit",600 MHz,400 MHz,32,16,8
NVIDIA,GeForce GT 320 OEM,GT215,2010-02-02,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",540 MHz,790 MHz,72,24,8
NVIDIA,GeForce GT 320M,GT216,2010-03-03,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",500 MHz,790 MHz,24,8,8
NVIDIA,GeForce GT 325M,GT216,2010-01-10,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",450 MHz,700 MHz,48,16,8
NVIDIA,GeForce GT 330 OEM,G92,2010-02-02,PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",500 MHz,800 MHz,96,48,8
NVIDIA,GeForce GT 330 OEM,G92B,2010-02-02,PCIe 2.0 x16,"256 MB, DDR2, 128 bit",500 MHz,510 MHz,96,48,16
NVIDIA,GeForce GT 330 OEM,GT215,2010-02-02,PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,1000 MHz,96,32,8
NVIDIA,GeForce GT 330M,GT216,2010-01-10,MXM-A (3.0),"1024 MB, GDDR3, 128 bit",575 MHz,800 MHz,48,16,8
NVIDIA,GeForce GT 330M Mac Edition,GT216,2010-04-26,MXM-A (3.0),"512 MB, GDDR3, 128 bit",500 MHz,790 MHz,48,16,8
NVIDIA,GeForce GT 335M,GT215,2010-01-07,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",450 MHz,800 MHz,72,24,8
NVIDIA,GeForce GT 340 OEM,GT215,2010-02-02,PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",550 MHz,850 MHz,96,32,8
NVIDIA,GeForce GT 415 OEM,GT216,2010-09-03,PCIe 2.0 x16,"512 MB, DDR3, 128 bit",625 MHz,333 MHz,48,16,8
NVIDIA,GeForce GT 415M,GF108,2010-09-03,PCIe 2.0 x16,"512 MB, DDR3, 128 bit",500 MHz,800 MHz,48,8,4
NVIDIA,GeForce GT 420 OEM,GF108,2010-09-03,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,48,4,4
NVIDIA,GeForce GT 420M,GF108,2010-09-03,PCIe 2.0 x16,"512 MB, DDR3, 128 bit",500 MHz,800 MHz,96,16,4
NVIDIA,GeForce GT 425M,GF108,2010-09-03,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",560 MHz,800 MHz,96,16,4
NVIDIA,GeForce GT 430,GF108,2010-10-11,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",700 MHz,800 MHz,96,16,4
NVIDIA,GeForce GT 430 OEM,GF108,2010-10-11,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",700 MHz,800 MHz,96,16,4
NVIDIA,GeForce GT 430 PCI,GF108,2010-10-11,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",700 MHz,600 MHz,96,16,4
NVIDIA,GeForce GT 435M,GF108,2010-09-03,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",650 MHz,800 MHz,96,16,4
NVIDIA,GeForce GT 440 OEM,GF106,2010-10-11,PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",810 MHz,900 MHz,144,24,24
NVIDIA,GeForce GT 445M,GF106,2010-09-03,PCIe 2.0 x16,"3 GB, DDR3, 192 bit",590 MHz,800 MHz,144,24,24
NVIDIA,GeForce GT 445M,GF106,2010-09-03,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",570 MHz,625 MHz,144,24,16
NVIDIA,GeForce GTS 350M,GT215,2010-01-07,MXM-II,"1024 MB, GDDR5, 128 bit",500 MHz,800 MHz,96,32,8
NVIDIA,GeForce GTS 360M,GT215,2010-01-07,MXM-II,"1024 MB, GDDR5, 128 bit",550 MHz,900 MHz,96,32,8
NVIDIA,GeForce GTS 450,GF106,2010-09-13,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",783 MHz,902 MHz,192,32,16
NVIDIA,GeForce GTS 450 OEM,GF106,2010-10-11,PCIe 2.0 x16,"1536 MB, GDDR5, 192 bit",790 MHz,1000 MHz,144,24,24
NVIDIA,GeForce GTS 450 OEM,GF106,2010-09-13,PCIe 2.0 x16,"512 MB, GDDR5, 128 bit",783 MHz,902 MHz,144,24,16
NVIDIA,GeForce GTX 275 PhysX Edition,GT200B,2010-02-16,PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",633 MHz,1134 MHz,240,80,28
NVIDIA,GeForce GTX 285M,G92,2010-02-01,MXM-B (3.0),"1024 MB, GDDR3, 256 bit",600 MHz,1000 MHz,128,64,16
NVIDIA,GeForce GTX 460,GF104,2010-07-12,PCIe 2.0 x16,"768 MB, GDDR5, 192 bit",675 MHz,900 MHz,336,56,24
NVIDIA,GeForce GTX 460,GF104,2010-07-12,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",675 MHz,900 MHz,336,56,32
NVIDIA,GeForce GTX 460 OEM,GF104,2010-10-11,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",650 MHz,850 MHz,336,56,32
NVIDIA,GeForce GTX 460 SE,GF104,2010-11-15,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",650 MHz,850 MHz,288,48,32
NVIDIA,GeForce GTX 460 SE v2,GF114,2010-11-15,PCIe 2.0 x16,"768 MB, GDDR5, 192 bit",650 MHz,850 MHz,288,48,24
NVIDIA,GeForce GTX 460M,GF106,2010-09-03,PCIe 2.0 x16,"1536 MB, GDDR5, 192 bit",675 MHz,625 MHz,192,32,24
NVIDIA,GeForce GTX 465,GF100,2010-05-31,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",608 MHz,802 MHz,352,44,32
NVIDIA,GeForce GTX 470,GF100,2010-03-26,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",608 MHz,837 MHz,448,56,40
NVIDIA,GeForce GTX 470 PhysX Edition,GF100,Never Released,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",608 MHz,837 MHz,448,56,40
NVIDIA,GeForce GTX 470 X2,GF100,Never Released,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",608 MHz,837 MHz,352,44,32
NVIDIA,GeForce GTX 470M,GF104,2010-09-03,MXM-B (3.0),"1536 MB, GDDR5, 192 bit",535 MHz,750 MHz,288,48,24
NVIDIA,GeForce GTX 480,GF100,2010-03-26,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",701 MHz,924 MHz,480,60,48
NVIDIA,GeForce GTX 480M,GF100,2010-05-25,MXM-B (3.0),"2 GB, GDDR5, 256 bit",425 MHz,600 MHz,352,44,32
NVIDIA,GeForce GTX 570,GF110,2010-12-07,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",732 MHz,950 MHz,480,60,40
NVIDIA,GeForce GTX 570 Rev. 2,GF110,2010-12-07,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",732 MHz,950 MHz,480,60,40
NVIDIA,GeForce GTX 580,GF110,2010-11-09,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",772 MHz,1002 MHz,512,64,48
NVIDIA,NVS 2100M,GT218,2010-01-07,PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",535 MHz,790 MHz,16,8,4
NVIDIA,NVS 3100M,GT218,2010-01-07,PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",606 MHz,790 MHz,16,8,4
NVIDIA,NVS 5100M,GT216,2010-01-07,MXM-A (3.0),"1024 MB, GDDR3, 128 bit",550 MHz,800 MHz,48,16,8
NVIDIA,Quadro 2000,GF106,2010-12-24,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",625 MHz,650 MHz,192,32,16
NVIDIA,Quadro 4000,GF100,2010-11-02,PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",475 MHz,702 MHz,256,32,32
NVIDIA,Quadro 5000M,GF100,2010-07-27,MXM-B (3.0),"1792 MB, GDDR5, 256 bit",405 MHz,600 MHz,320,40,32
NVIDIA,Quadro 600,GF108,2010-12-13,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",640 MHz,800 MHz,96,16,8
NVIDIA,Quadro 6000,GF100,2010-12-10,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,747 MHz,448,56,48
NVIDIA,Quadro FX 380M,GT218,2010-01-07,PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",606 MHz,790 MHz,16,8,4
NVIDIA,Quadro FX 880M,GT216,2010-01-07,MXM-A (3.0),"1024 MB, GDDR3, 128 bit",550 MHz,790 MHz,48,16,8
NVIDIA,Tegra 2,Tegra 2,2010-06-03,IGP,System Shared,300 MHz,System Shared,8,4,4
NVIDIA,GeForce 315 OEM,GT218,2011-02-22,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",589 MHz,600 MHz,16,8,4
NVIDIA,GeForce 315 OEM,GT215,2011-04-28,PCIe 2.0 x16,"256 MB, DDR2, 64 bit",506 MHz,350 MHz,48,16,4
NVIDIA,GeForce 315M,GT218,2011-01-05,PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",606 MHz,800 MHz,16,8,4
NVIDIA,GeForce 405M,GT218,2011-01-05,PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",606 MHz,800 MHz,16,8,4
NVIDIA,GeForce 410M,GF119,2011-01-05,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",575 MHz,800 MHz,48,8,4
NVIDIA,GeForce 510 OEM,GF119,2011-09-29,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",523 MHz,898 MHz,48,8,4
NVIDIA,GeForce 610,GF119,2011-12-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,4
NVIDIA,GeForce 610M,GF108,2011-12-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",672 MHz,800 MHz,48,8,2
NVIDIA,GeForce 610M,GF117,2011-12-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,48,8,8
NVIDIA,GeForce 610M,GF119,2011-12-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",738 MHz,900 MHz,48,8,4
NVIDIA,GeForce 9300 GS Rev. 2,GT218,2011-03-12,PCIe 2.0 x16,"256 MB, DDR2, 64 bit",589 MHz,333 MHz,16,8,4
NVIDIA,GeForce GT 435M,GF106,2011-01-15,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",590 MHz,800 MHz,96,16,16
NVIDIA,GeForce GT 440,GF108,2011-02-01,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 440 Mac Edition,GF108,2011-02-09,PCIe 1.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,667 MHz,96,16,4
NVIDIA,GeForce GT 520,GF119,2011-04-13,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",810 MHz,900 MHz,48,8,4
NVIDIA,GeForce GT 520 PCI,GF119,2011-04-13,PCI,"1024 MB, DDR3, 64 bit",810 MHz,900 MHz,48,8,4
NVIDIA,GeForce GT 520 PCIe x1,GF119,2011-04-13,PCIe 2.0 x1,"1024 MB, DDR3, 64 bit",810 MHz,900 MHz,48,8,4
NVIDIA,GeForce GT 520M,GF119,2011-01-05,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",740 MHz,800 MHz,48,8,4
NVIDIA,GeForce GT 520M,GF108,2011-01-05,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",672 MHz,800 MHz,48,8,4
NVIDIA,GeForce GT 520MX,GF119,2011-05-30,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",900 MHz,900 MHz,48,8,4
NVIDIA,GeForce GT 525M,GF108,2011-01-05,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",600 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 530 OEM,GF108,2011-05-14,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 540M,GF108,2011-01-05,MXM-A (3.0),"1024 MB, DDR3, 128 bit",672 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 545,GF116,2011-05-14,PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",720 MHz,800 MHz,144,24,16
NVIDIA,GeForce GT 545 OEM,GF116,2011-05-14,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",871 MHz,1000 MHz,144,24,16
NVIDIA,GeForce GT 550M,GF108,2011-01-05,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",740 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 555M,GF106,2011-10-27,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",525 MHz,900 MHz,144,24,16
NVIDIA,GeForce GT 555M,GF108,2011-06-15,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",753 MHz,784 MHz,96,16,4
NVIDIA,GeForce GT 555M,GF106,2011-03-24,PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",590 MHz,900 MHz,144,24,24
NVIDIA,GeForce GT 555M,GF106,2011-07-02,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",590 MHz,900 MHz,144,24,16
NVIDIA,GeForce GTS 450 Rev. 2,GF116,2011-03-15,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",783 MHz,902 MHz,192,32,16
NVIDIA,GeForce GTX 460 X2,GF104,2011-03-11,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",701 MHz,900 MHz,336,56,32
NVIDIA,GeForce GTX 460 v2,GF114,2011-09-24,PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",779 MHz,1002 MHz,336,56,24
NVIDIA,GeForce GTX 460 v2 ES,GF114,2011-09-24,PCIe 2.0 x16,"1280 MB, GDDR5, 256 bit",779 MHz,1002 MHz,336,56,32
NVIDIA,GeForce GTX 480 Core 512,GF100,Never Released,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",527 MHz,700 MHz,512,64,48
NVIDIA,GeForce GTX 485M,GF104,2011-01-05,MXM-B (3.0),"2 GB, GDDR5, 256 bit",575 MHz,750 MHz,384,64,32
NVIDIA,GeForce GTX 490,GF100,Never Released,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",608 MHz,854 MHz,480,60,48
NVIDIA,GeForce GTX 550 Ti,GF116,2011-03-15,PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",900 MHz,1026 MHz,192,32,24
NVIDIA,GeForce GTX 555 OEM,GF114,2011-05-14,PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,288,48,24
NVIDIA,GeForce GTX 560,GF114,2011-05-17,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",810 MHz,1000 MHz,336,56,32
NVIDIA,GeForce GTX 560 OEM,GF110,2011-11-29,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",552 MHz,802 MHz,384,44,40
NVIDIA,GeForce GTX 560 Ti,GF114,2011-01-25,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",823 MHz,1002 MHz,384,64,32
NVIDIA,GeForce GTX 560 Ti 448,GF110,2011-11-29,PCIe 2.0 x16,"1280 MB, GDDR5, 320 bit",732 MHz,950 MHz,448,56,40
NVIDIA,GeForce GTX 560 Ti OEM,GF114,2011-03-08,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",823 MHz,1002 MHz,384,64,32
NVIDIA,GeForce GTX 560 Ti OEM,GF110,2011-03-30,PCIe 2.0 x16,"1280 MB, GDDR5, 256 bit",732 MHz,950 MHz,352,44,40
NVIDIA,GeForce GTX 560 Ti X2,GF114,2011-01-25,PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",850 MHz,1002 MHz,384,64,32
NVIDIA,GeForce GTX 560M,GF116,2011-05-30,MXM-B (3.0),"1536 MB, GDDR5, 192 bit",775 MHz,625 MHz,192,32,24
NVIDIA,GeForce GTX 570M,GF114,2011-06-28,MXM-B (3.0),"1536 MB, GDDR5, 192 bit",575 MHz,750 MHz,336,56,24
NVIDIA,GeForce GTX 580 Rev. 2,GF110,2011-06-06,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",772 MHz,1002 MHz,512,64,48
NVIDIA,GeForce GTX 580M,GF114,2011-06-28,MXM-B (3.0),"2 GB, GDDR5, 256 bit",620 MHz,750 MHz,384,64,32
NVIDIA,GeForce GTX 590,GF110,2011-03-24,PCIe 2.0 x16,"1536 MB, GDDR5, 384 bit",608 MHz,854 MHz,512,64,48
NVIDIA,NVS 300,GT218,2011-01-08,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",520 MHz,790 MHz,16,8,4
NVIDIA,NVS 4200M,GF119,2011-02-22,MXM,"1024 MB, DDR3, 64 bit",810 MHz,800 MHz,48,8,4
NVIDIA,Quadro 1000M,GF108,2011-01-13,MXM-A (3.0),"2 GB, DDR3, 128 bit",700 MHz,900 MHz,96,16,4
NVIDIA,Quadro 2000D,GF106,2011-10-05,PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",625 MHz,650 MHz,192,32,16
NVIDIA,Quadro 2000M,GF106,2011-01-13,MXM-A (3.0),"2 GB, DDR3, 128 bit",550 MHz,900 MHz,192,32,16
NVIDIA,Quadro 3000M,GF104,2011-02-22,MXM-B (3.0),"2 GB, GDDR5, 256 bit",450 MHz,625 MHz,240,40,32
NVIDIA,Quadro 400,GT216,2011-04-05,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",450 MHz,770 MHz,48,16,8
NVIDIA,Quadro 4000 Mac Edition,GF100,2011-06-12,PCIe 2.0 x16,"1792 MB, GDDR5, 256 bit",475 MHz,702 MHz,256,32,32
NVIDIA,Quadro 4000M,GF104,2011-02-22,MXM-B (3.0),"2 GB, GDDR5, 256 bit",475 MHz,625 MHz,336,56,32
NVIDIA,Quadro 5000,GF100,2011-02-23,PCIe 2.0 x16,"2.5 GB, GDDR5, 320 bit",513 MHz,750 MHz,352,44,40
NVIDIA,Quadro 5000 SDI,GF100,2011-02-23,PCIe 2.0 x16,"2.5 GB, GDDR5, 320 bit",513 MHz,750 MHz,352,44,40
NVIDIA,Quadro 500M,GF108,2011-02-22,MXM-A (3.0),"1024 MB, DDR3, 128 bit",700 MHz,900 MHz,96,16,4
NVIDIA,Quadro 5010M,GF110,2011-02-22,MXM-B (3.0),"4 GB, GDDR5, 256 bit",450 MHz,650 MHz,384,48,32
NVIDIA,Quadro 6000 SDI,GF100,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,747 MHz,448,56,48
NVIDIA,Quadro Plex 7000,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,750 MHz,512,64,48
NVIDIA,Tegra 3,Tegra 3,2011-11-09,IGP,System Shared,416 MHz,System Shared,12,8,8
NVIDIA,Tesla C2050,GF100,2011-07-25,PCIe 2.0 x16,"3 GB, GDDR5, 384 bit",574 MHz,750 MHz,448,56,48
NVIDIA,Tesla C2070,GF100,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,747 MHz,448,56,48
NVIDIA,Tesla C2075,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,783 MHz,448,56,48
NVIDIA,Tesla C2090,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,924 MHz,512,64,48
NVIDIA,Tesla M2050,GF100,2011-07-25,PCIe 2.0 x16,"3 GB, GDDR5, 384 bit",575 MHz,773 MHz,448,56,48
NVIDIA,Tesla M2070,GF100,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,783 MHz,448,56,48
NVIDIA,Tesla M2070-Q,GF100,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,783 MHz,448,56,48
NVIDIA,Tesla M2075,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",574 MHz,783 MHz,448,56,48
NVIDIA,Tesla M2090,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,924 MHz,512,64,48
NVIDIA,Tesla S2050,GF100,2011-07-25,PCIe 2.0 x16,"3 GB, GDDR5, 384 bit",574 MHz,773 MHz,448,56,48
NVIDIA,Tesla X2070,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,924 MHz,512,64,48
NVIDIA,Tesla X2090,GF110,2011-07-25,PCIe 2.0 x16,"6 GB, GDDR5, 384 bit",651 MHz,924 MHz,512,64,48
NVIDIA,GeForce 605 OEM,GF119,2012-04-02,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",523 MHz,897 MHz,48,8,4
NVIDIA,GeForce 615,GF108,2012-05-15,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",660 MHz,900 MHz,48,8,4
NVIDIA,GeForce 620M,GF117,2012-03-22,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96,16,8
NVIDIA,GeForce 9400 GT Rev. 3,GT218,2012-06-13,PCIe 2.0 x16,"128 MB, DDR2, 64 bit",589 MHz,600 MHz,16,8,4
NVIDIA,GeForce GT 520 OEM,GF119,2012-08-20,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",589 MHz,500 MHz,96,16,4
NVIDIA,GeForce GT 520 OEM,GF108,2012-02-01,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",700 MHz,667 MHz,48,8,2
NVIDIA,GeForce GT 555M,GF116,2012-03-26,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",675 MHz,900 MHz,144,24,16
NVIDIA,GeForce GT 610,GF119,2012-04-02,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",810 MHz,898 MHz,48,8,4
NVIDIA,GeForce GT 610 OEM,GF119,2012-09-09,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",550 MHz,500 MHz,48,8,4
NVIDIA,GeForce GT 610 PCI,GF119,2012-04-02,PCI,"512 MB, DDR3, 64 bit",810 MHz,667 MHz,48,8,4
NVIDIA,GeForce GT 610 PCIe x1,GF119,2012-04-02,PCIe 2.0 x1,"512 MB, DDR3, 64 bit",810 MHz,500 MHz,48,8,4
NVIDIA,GeForce GT 620,GF108,2012-05-15,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",700 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 620 OEM,GF119,2012-04-02,PCIe 2.0 x16,"512 MB, DDR3, 64 bit",810 MHz,898 MHz,48,8,4
NVIDIA,GeForce GT 620M,GF117,2012-03-22,PCIe 2.0 x16,"1024 MB, DDR3, 64 bit",625 MHz,900 MHz,96,16,8
NVIDIA,GeForce GT 620M,GF108,2012-08-23,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",660 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 625M,GF117,2012-10-01,PCIe 2.0 x16,"2 GB, DDR3, 64 bit",625 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 630,GF108,2012-05-15,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",810 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 630 OEM,GK107,2012-04-24,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",875 MHz,891 MHz,192,16,16
NVIDIA,GeForce GT 630M,GF108,2012-03-22,MXM-A (3.0),"1024 MB, DDR3, 64 bit",660 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 630M,GF117,2012-03-22,MXM-A (3.0),"2 GB, GDDR5, 128 bit",800 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 630M,GF108,2012-03-22,MXM-A (3.0),"1024 MB, DDR3, 64 bit",660 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 635M,GF108,2012-03-22,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",660 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 635M,GF116,2012-03-22,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",650 MHz,900 MHz,144,24,16
NVIDIA,GeForce GT 635M,GF116,2012-03-22,PCIe 2.0 x16,"2 GB, DDR3, 128 bit",675 MHz,900 MHz,144,24,16
NVIDIA,GeForce GT 635M,GF108,2012-03-22,MXM-A (3.0),"1024 MB, DDR3, 64 bit",660 MHz,900 MHz,96,16,4
NVIDIA,GeForce GT 640,GK107,2012-06-05,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",902 MHz,891 MHz,384,32,16
NVIDIA,GeForce GT 640 OEM,GK107,2012-04-24,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",797 MHz,891 MHz,384,32,16
NVIDIA,GeForce GT 640 OEM Rebrand,GF116,2012-04-24,PCIe 2.0 x16,"1536 MB, DDR3, 192 bit",720 MHz,800 MHz,144,24,24
NVIDIA,GeForce GT 640M,GK107,2012-03-22,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",625 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 640M LE,GF108,2012-05-04,PCIe 2.0 x16,"2 GB, GDDR5, 128 bit",753 MHz,785 MHz,96,16,4
NVIDIA,GeForce GT 640M LE,GK107,2012-03-22,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",500 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 645 OEM,GF114,2012-04-24,PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",776 MHz,957 MHz,288,48,24
NVIDIA,GeForce GT 645M,GK107,2012-10-01,PCIe 3.0 x16,"2 GB, DDR3, 128 bit",709 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 650M,GK107,2012-03-22,PCIe 3.0 x16,"1024 MB, DDR3, 128 bit",835 MHz,900 MHz,384,32,16
NVIDIA,GeForce GT 650M Mac Edition,GK107,2012-07-12,PCIe 3.0 x16,"512 MB, GDDR5, 128 bit",900 MHz,1254 MHz,384,32,16
NVIDIA,GeForce GT 710 PCI,GF119,2012-04-02,PCI,"512 MB, DDR3, 64 bit",810 MHz,667 MHz,48,8,4
NVIDIA,GeForce GTS 450 Rev. 3,GF116,2012-07-11,PCIe 2.0 x16,"1024 MB, DDR3, 128 bit",783 MHz,700 MHz,144,24,16
NVIDIA,GeForce GTX 560 SE,GF114,2012-02-20,PCIe 2.0 x16,"1024 MB, GDDR5, 192 bit",736 MHz,957 MHz,288,48,24
NVIDIA,GeForce GTX 650,GK107,2012-09-06,PCIe 3.0 x16,"1024 MB, GDDR5, 128 bit",1058 MHz,1250 MHz,384,32,16
